Id,Label,timeset,pageranks,eigencentrality
732971490900086784,,,0.000021,0.008598
2775780301,,,0.000021,0.008598
625891841,,,0.000021,0.008598
968852998188388352,,,0.000021,0.008598
4163767639,,,0.000021,0.008598
746260209379717120,,,0.000021,0.008598
1636234584,,,0.000021,0.008598
22520035,,,0.000021,0.008598
239776519,,,0.000021,0.008598
3408633838,,,0.000021,0.008598
2397960409,,,0.000021,0.008598
561023450,,,0.000021,0.008598
122343742,,,0.000021,0.008598
872501283348938752,,,0.000021,0.008598
755026019208355840,,,0.000021,0.008598
23232430,,,0.000021,0.008598
476562733,,,0.000021,0.008598
14726905,,,0.000021,0.008598
321033413,,,0.000021,0.008598
253693387,,,0.000021,0.008598
2172947550,,,0.000021,0.008598
569226085,,,0.000021,0.008598
19068720,,,0.000021,0.008598
3347631453,,,0.000021,0.008598
298133960,,,0.000021,0.008598
595881405,,,0.000021,0.008598
204848909,,,0.000021,0.008598
2600338620,,,0.000021,0.008598
28678452,,,0.000021,0.008598
247742109,,,0.000021,0.008598
86627418,,,0.000021,0.008598
928677757952946176,,,0.000021,0.008598
816039270,,,0.000021,0.008598
4133721916,,,0.000021,0.008598
279837049,,,0.000021,0.008598
856851431546134528,,,0.000021,0.008598
1198424539,,,0.000021,0.008598
7117862,,,0.000021,0.008598
52012914,,,0.000021,0.008598
846633859294920704,,,0.000021,0.008598
581315186,,,0.000021,0.008598
887339131709386752,,,0.000021,0.008598
877579815661862912,,,0.000021,0.008598
2320416308,,,0.000021,0.008598
932036597385777152,,,0.000021,0.008598
73538669,,,0.000021,0.008598
130492165,,,0.000021,0.008598
877861422897778688,,,0.000021,0.008598
4075295427,,,0.000021,0.008598
900349174834757632,,,0.000021,0.008598
2229359859,,,0.000021,0.008598
2932044806,,,0.000021,0.008598
86160360,,,0.000021,0.008598
748446827662319616,,,0.000021,0.008598
930605587,,,0.000021,0.008598
350509327,,,0.000021,0.008598
29552991,,,0.000021,0.008598
1463613186,,,0.000021,0.008598
574709417,,,0.000021,0.008598
954899047,,,0.000021,0.008598
950246701583028224,,,0.000021,0.008598
2725556829,,,0.000021,0.008598
4781064074,,,0.000021,0.008598
911763785580396544,,,0.000021,0.008598
85188942,,,0.000021,0.008598
823732249296138240,,,0.000021,0.008598
33717930,,,0.000021,0.008598
865443725366796288,,,0.000021,0.008598
224856824,,,0.000021,0.008598
264832286,,,0.000021,0.008598
601344852,,,0.000021,0.008598
873939261048991744,,,0.000021,0.008598
2949778715,,,0.000021,0.008598
398330531,,,0.000021,0.008598
2940142595,,,0.000021,0.008598
703034244,,,0.000021,0.008598
860238033588715520,,,0.000021,0.008598
886479725685727232,,,0.000021,0.008598
878047253847576576,,,0.000021,0.008598
743038097483567104,,,0.000021,0.008598
1572004093,,,0.000021,0.008598
3447399672,,,0.000021,0.008598
264277039,,,0.000021,0.008598
728092664705355776,,,0.000021,0.017196
28978104,,,0.000021,0.008598
937433297541648384,,,0.000021,0.008598
736535292719575040,,,0.000021,0.008598
814784955213606912,,,0.000021,0.008598
3154760255,,,0.000021,0.008598
257217742,,,0.000021,0.008598
21836409,,,0.000021,0.008598
2726575776,,,0.000021,0.008598
3661209263,,,0.000021,0.008598
2590189542,,,0.000021,0.008598
53864502,,,0.000021,0.008598
105491314,,,0.000021,0.008598
4873349979,,,0.000021,0.008598
3091831877,,,0.000021,0.008598
575749083,,,0.000021,0.008598
3214736175,,,0.000021,0.008598
905822959268450304,,,0.000021,0.008598
534585754,,,0.000021,0.008598
949980968441425920,,,0.000021,0.008598
2875679335,,,0.000021,0.008598
124609871,,,0.000021,0.008598
81883545,,,0.000021,0.008598
948287482113789952,,,0.000021,0.008598
933920820375601152,,,0.000021,0.008598
1856461669,,,0.000021,0.008598
313025775,,,0.000021,0.008598
2476723388,,,0.000021,0.008598
20704407,,,0.000021,0.008598
1460276738,,,0.000021,0.008598
3112229948,,,0.000021,0.008598
2940513593,,,0.000021,0.008598
28583691,,,0.000021,0.008598
277416933,,,0.000021,0.008598
3962791647,,,0.000021,0.008598
3092392072,,,0.000021,0.008598
19081729,,,0.000021,0.008598
3298363167,,,0.000021,0.008598
897960000647200768,,,0.000021,0.008598
99200604,,,0.000021,0.008598
331354156,,,0.000021,0.008598
394319189,,,0.000021,0.008598
902191817936035840,,,0.000021,0.008598
243264108,,,0.000021,0.008598
2878495567,,,0.000021,0.008598
4048592415,,,0.000021,0.008598
941173826783657984,,,0.000021,0.008598
22038257,,,0.000021,0.008598
892748946661134336,,,0.000021,0.008598
3225698915,,,0.000021,0.008598
157829718,,,0.000021,0.008598
3041998703,,,0.000021,0.008598
917014588184580096,,,0.000021,0.008598
2322986335,,,0.000021,0.008598
4836522196,,,0.000021,0.008598
22646616,,,0.000021,0.008598
377568205,,,0.000021,0.008598
798710697467199488,,,0.000021,0.008598
838544639942500352,,,0.000021,0.008598
797366578220244992,,,0.000021,0.008598
4073584823,,,0.000021,0.008598
588137604,,,0.000021,0.008598
4140563255,,,0.000021,0.008598
725827252697595904,,,0.000021,0.008598
341094949,,,0.000021,0.008598
244167475,,,0.000021,0.008598
2613314094,,,0.000021,0.008598
426543558,,,0.000021,0.008598
26637785,,,0.000021,0.008598
2511274210,,,0.000021,0.008598
306152101,,,0.000021,0.008598
123794722,,,0.000021,0.008598
727885202,,,0.000021,0.008598
912543843446292480,,,0.000021,0.008598
4603179917,,,0.000021,0.008598
951528250643279872,,,0.000021,0.008598
3271294830,,,0.000021,0.008598
760707818597089280,,,0.000021,0.008598
898342812994895872,,,0.000021,0.008598
3094167310,,,0.000021,0.008598
917501402,,,0.000021,0.008598
941026499842465792,,,0.000021,0.008598
191383270,,,0.000021,0.017196
3201140218,,,0.000021,0.008598
4727148435,,,0.000021,0.008598
1682551951,,,0.000021,0.008598
109285988,,,0.000021,0.008598
1332747012,,,0.000021,0.008598
2778721921,,,0.000021,0.008598
714946480591740928,,,0.000021,0.03052
3231298837,,,0.000021,0.008598
713223866,,,0.000021,0.008598
805265448,,,0.000021,0.008598
761995701651996672,,,0.000021,0.008598
2837040655,,,0.000021,0.008598
3187339676,,,0.000021,0.008598
3439337968,,,0.000021,0.008598
2179124364,,,0.000021,0.008598
3227542514,,,0.000021,0.008598
3107758424,,,0.000021,0.008598
932308445511942144,,,0.000021,0.008598
917412725239795712,,,0.000021,0.008598
889894629457481728,,,0.000021,0.008598
837007152803893248,,,0.000021,0.008598
1015915699,,,0.000021,0.008598
1517954222,,,0.000021,0.008598
896550818941456384,,,0.000021,0.008598
126288069,,,0.000021,0.008598
4664973015,,,0.000021,0.008598
445826563,,,0.000021,0.008598
471885357,,,0.000021,0.008598
774178687444856832,,,0.000021,0.008598
3236914338,,,0.000021,0.008598
3322478408,,,0.000021,0.008598
2257056369,,,0.000021,0.008598
933492487196434432,,,0.000021,0.008598
951384647983947776,,,0.000021,0.008598
40319219,,,0.000021,0.008598
1483298022,,,0.000021,0.008598
156056544,,,0.000021,0.008598
4024891762,,,0.000021,0.008598
68732112,,,0.000021,0.008598
2946462117,,,0.000021,0.008598
866152741357445120,,,0.000021,0.008598
4352233999,,,0.000021,0.008598
3804217218,,,0.000021,0.008598
2536436749,,,0.000021,0.008598
4842490442,,,0.000021,0.008598
24776940,,,0.000021,0.008598
100176298,,,0.000021,0.008598
801989653,,,0.000021,0.008598
587784646,,,0.000021,0.008598
3158451439,,,0.000021,0.008598
953587826075070464,,,0.000021,0.008598
591912875,,,0.000021,0.008598
284749330,,,0.000021,0.008598
955028632359010304,,,0.000021,0.008598
227282049,,,0.000021,0.008598
2502247843,,,0.000021,0.008598
893259115543318528,,,0.000021,0.008598
1114892024,,,0.000021,0.008598
2936292323,,,0.000021,0.008598
21250824,,,0.000021,0.008598
3929427747,,,0.000021,0.008598
3221569182,,,0.000021,0.008598
252746422,,,0.000021,0.008598
888826763316531200,,,0.000021,0.008598
821096958328610816,,,0.000021,0.008598
169148858,,,0.000021,0.008598
888832567,,,0.000021,0.008598
2854811903,,,0.000021,0.008598
921812769325715456,,,0.000021,0.008598
2182819549,,,0.000021,0.008598
3083698439,,,0.000021,0.008598
56925356,,,0.000021,0.008598
543733109,,,0.000021,0.008598
828162657647738880,,,0.000021,0.008598
357192346,,,0.000021,0.008598
1373460169,,,0.000021,0.008598
2951381338,,,0.000021,0.008598
223564896,,,0.000021,0.008598
2187081404,,,0.000021,0.008598
2663758159,,,0.000021,0.008598
119001611,,,0.000021,0.008598
939081134092247040,,,0.000021,0.008598
163736925,,,0.000021,0.008598
53940708,,,0.000021,0.008598
3095645950,,,0.000021,0.008598
846635989170896896,,,0.000021,0.008598
920391014543712256,,,0.000021,0.008598
2458832852,,,0.000021,0.008598
390028479,,,0.000021,0.008598
856382281442770944,,,0.000021,0.008598
914599977858555904,,,0.000021,0.008598
740849820,,,0.000021,0.008598
290525222,,,0.000021,0.008598
890776524286078976,,,0.000021,0.008598
2603853223,,,0.000021,0.008598
4567081827,,,0.000021,0.008598
924991315556929536,,,0.000021,0.008598
930005032451403776,,,0.000021,0.008598
26931072,,,0.000021,0.008598
2775390047,,,0.000021,0.008598
226015010,,,0.000021,0.008598
2290214152,,,0.000021,0.008598
917175856853794816,,,0.000021,0.008598
3422303973,,,0.000021,0.008598
940219887779241984,,,0.000021,0.008598
938154249464307712,,,0.000021,0.008598
904949551014043648,,,0.000021,0.008598
331865993,,,0.000021,0.008598
155704602,,,0.000021,0.008598
3835833493,,,0.000021,0.008598
1549123363,,,0.000021,0.008598
941650988007591936,,,0.000021,0.008598
3183272487,,,0.000021,0.008598
298674314,,,0.000021,0.008598
949064807029895168,,,0.000021,0.008598
245276601,,,0.000021,0.03052
2918441057,,,0.000021,0.008598
1414060394,,,0.000021,0.03052
2977070286,,,0.000021,0.008598
843933956391256064,,,0.000021,0.008598
21543866,,,0.000021,0.008598
776340556771307520,,,0.000021,0.008598
908779368889163776,,,0.000021,0.008598
870339734287007744,,,0.000021,0.008598
2906831521,,,0.000021,0.008598
3312557336,,,0.000021,0.008598
3017337736,,,0.000021,0.008598
2769197763,,,0.000021,0.008598
2320037924,,,0.000021,0.008598
2960359031,,,0.000021,0.008598
1113636289,,,0.000021,0.008598
2313604916,,,0.000021,0.008598
577415856,,,0.000021,0.008598
1300683150,,,0.000021,0.008598
742641002746417152,,,0.000021,0.008598
3078366611,,,0.000021,0.008598
3567698656,,,0.000021,0.008598
1123728727,,,0.000021,0.008598
787324263653052416,,,0.000021,0.008598
1351357580,,,0.000021,0.008598
2333867755,,,0.000021,0.008598
899275831393959936,,,0.000021,0.008598
3191868148,,,0.000021,0.017196
512756649,,,0.000021,0.008598
3214593177,,,0.000021,0.008598
297509616,,,0.000021,0.008598
913106346614149120,,,0.000021,0.008598
235149399,,,0.000021,0.008598
309342210,,,0.000021,0.008598
565294918,,,0.000021,0.017196
930739814219112448,,,0.000021,0.008598
833102918,,,0.000021,0.008598
704727061,,,0.000021,0.008598
857320729066356736,,,0.000021,0.008598
2916600231,,,0.000021,0.008598
3299828749,,,0.000021,0.008598
165563762,,,0.000021,0.008598
2400877435,,,0.000021,0.008598
1661739294,,,0.000021,0.008598
4833293242,,,0.000021,0.008598
4781326701,,,0.000021,0.008598
17343681,,,0.000021,0.008598
63614805,,,0.000021,0.008598
147239533,,,0.000021,0.008598
222606059,,,0.000021,0.008598
990802604,,,0.000021,0.008598
2502634702,,,0.000021,0.008598
784254641508749312,,,0.000021,0.008598
780831449112977408,,,0.000021,0.008598
858079779781849088,,,0.000021,0.008598
823453703806009344,,,0.000021,0.008598
826962129156608000,,,0.000021,0.008598
835201483587088384,,,0.000021,0.008598
749726358704627712,,,0.000021,0.008598
4916579897,,,0.000021,0.008598
749729238392135680,,,0.000021,0.008598
812526136097906688,,,0.000021,0.008598
843230999018397696,,,0.000021,0.008598
1941504480,,,0.000021,0.008598
896445343260434432,,,0.000021,0.008598
887758217270505472,,,0.000021,0.008598
882761352120553472,,,0.000021,0.008598
710487747488817152,,,0.000021,0.008598
802150599420772352,,,0.000021,0.008598
880341539410526208,,,0.000021,0.008598
3036595331,,,0.000021,0.008598
919117171615248384,,,0.000021,0.008598
395477329,,,0.000021,0.008598
904064977,,,0.000021,0.008598
2516297114,,,0.000021,0.008598
251634768,,,0.000021,0.034393
336622165,,,0.000021,0.008598
1972596685,,,0.000021,0.008598
597907542,,,0.000021,0.008598
490509135,,,0.000021,0.008598
752717346964254720,,,0.000021,0.008598
2147877355,,,0.000021,0.008598
799349232,,,0.000021,0.008598
726411023226429440,,,0.000021,0.008598
741358866424827904,,,0.000021,0.008598
3402017061,,,0.000021,0.008598
298317582,,,0.000021,0.008598
755679914,,,0.000021,0.008598
1122895302,,,0.000021,0.008598
1425914750,,,0.000021,0.008598
1636352935,,,0.000021,0.008598
252215730,,,0.000021,0.008598
334068311,,,0.000021,0.008598
1597354885,,,0.000021,0.008598
2154666861,,,0.000021,0.008598
3247703020,,,0.000021,0.008598
2582532864,,,0.000021,0.008598
3411217371,,,0.000021,0.008598
4385258662,,,0.000021,0.008598
54349640,,,0.000021,0.008598
236998439,,,0.000021,0.008598
522819471,,,0.000021,0.008598
1640199900,,,0.000021,0.008598
3279056373,,,0.000021,0.008598
3473570778,,,0.000021,0.008598
4089731183,,,0.000021,0.008598
860436910480777216,,,0.000021,0.008598
817903250376708096,,,0.000021,0.008598
915978998395686912,,,0.000021,0.008598
28719942,,,0.000021,0.008598
103603666,,,0.000021,0.008598
1728202584,,,0.000021,0.008598
46838777,,,0.000021,0.008598
3256985323,,,0.000021,0.008598
273488736,,,0.000021,0.008598
4893397090,,,0.000021,0.008598
4898929648,,,0.000021,0.008598
701661197846732800,,,0.000021,0.008598
701859076280606720,,,0.000021,0.008598
705232508506406912,,,0.000021,0.008598
707490651533922304,,,0.000021,0.008598
724510391737315328,,,0.000021,0.008598
737412250059833344,,,0.000021,0.008598
733692725262962688,,,0.000021,0.008598
756582029911814144,,,0.000021,0.008598
753531316302413824,,,0.000021,0.008598
739527148348813312,,,0.000021,0.008598
759440097322242048,,,0.000021,0.008598
764164925090586624,,,0.000021,0.008598
790369428571426816,,,0.000021,0.008598
800471977714589696,,,0.000021,0.008598
801470286499577856,,,0.000021,0.008598
810945525658910720,,,0.000021,0.008598
804385279863910400,,,0.000021,0.008598
812208648130658304,,,0.000021,0.008598
839233857958326272,,,0.000021,0.008598
842557868708716544,,,0.000021,0.008598
844785579489308672,,,0.000021,0.008598
854688384064901120,,,0.000021,0.008598
855046876764221440,,,0.000021,0.008598
3315374456,,,0.000021,0.008598
120954131,,,0.000021,0.008598
15210670,,,0.000021,0.042991
1194174638,,,0.000021,0.008598
329271967,,,0.000021,0.008598
14899031,,,0.000021,0.008598
308389049,,,0.000021,0.008598
882381161326149632,,,0.000021,0.008598
879562043996745728,,,0.000021,0.008598
880781519568154624,,,0.000021,0.008598
1733223890,,,0.000021,0.008598
820923293163089920,,,0.000021,0.008598
836672621437677568,,,0.000021,0.008598
4122161452,,,0.000021,0.008598
4150140319,,,0.000021,0.008598
840589074612211712,,,0.000021,0.008598
85597069,,,0.000021,0.008598
843859535827779584,,,0.000021,0.008598
44645354,,,0.000021,0.008598
3187420531,,,0.000021,0.008598
3297101669,,,0.000021,0.008598
2463360722,,,0.000021,0.008598
2188358281,,,0.000021,0.008598
711375692517085184,,,0.000021,0.008598
1684496257,,,0.000021,0.008598
237810517,,,0.000021,0.008598
838142695524675584,,,0.000021,0.008598
850284868172775424,,,0.000021,0.008598
3253152754,,,0.000021,0.008598
2374360430,,,0.000021,0.008598
820765196239175680,,,0.000021,0.008598
840135471875276800,,,0.000021,0.008598
96565865,,,0.000021,0.008598
859438496636862464,,,0.000021,0.008598
25458378,,,0.000021,0.034393
18295412,,,0.000021,0.008598
3422461149,,,0.000021,0.008598
74500266,,,0.000021,0.017196
2863139446,,,0.000021,0.008598
2480233138,,,0.000021,0.008598
2544396146,,,0.000021,0.008598
909006864926601216,,,0.000021,0.008598
435113252,,,0.000021,0.008598
37836092,,,0.000021,0.008598
3060287465,,,0.000021,0.008598
3218634844,,,0.000021,0.008598
824535219969597440,,,0.000021,0.008598
805938289177829376,,,0.000021,0.008598
870252414036738048,,,0.000021,0.008598
295701094,,,0.000021,0.008598
430852015,,,0.000021,0.008598
432029072,,,0.000021,0.008598
1390461558,,,0.000021,0.008598
762570793968668672,,,0.000021,0.008598
823589803899912192,,,0.000021,0.008598
2888271501,,,0.000021,0.008598
2858583813,,,0.000021,0.008598
2759852427,,,0.000021,0.008598
41842784,,,0.000021,0.008598
2501987431,,,0.000021,0.008598
49890383,,,0.000021,0.008598
62547709,,,0.000021,0.008598
99408003,,,0.000021,0.008598
238541706,,,0.000021,0.008598
342198653,,,0.000021,0.008598
494293779,,,0.000021,0.008598
515748188,,,0.000021,0.008598
939162516,,,0.000021,0.008598
2317768139,,,0.000021,0.008598
1163150412,,,0.000021,0.008598
1250001937,,,0.000021,0.008598
2203525395,,,0.000021,0.008598
2330448084,,,0.000021,0.008598
3558387137,,,0.000021,0.008598
4075293958,,,0.000021,0.008598
720438758949060608,,,0.000021,0.008598
863431557314379776,,,0.000021,0.008598
1881384570,,,0.000021,0.008598
24190605,,,0.000021,0.008598
585506928,,,0.000021,0.008598
16828262,,,0.000021,0.008598
175871254,,,0.000021,0.008598
719789923,,,0.000021,0.008598
1040438832,,,0.000021,0.008598
2841169252,,,0.000021,0.008598
4396429041,,,0.000021,0.008598
714549499050328064,,,0.000021,0.008598
230041005,,,0.000021,0.008598
105227653,,,0.000021,0.008598
3359368169,,,0.000021,0.008598
4178266437,,,0.000021,0.008598
3011997164,,,0.000021,0.008598
2361495032,,,0.000021,0.008598
2859593262,,,0.000021,0.008598
2390541692,,,0.000021,0.008598
831653026083385344,,,0.000021,0.008598
1159506420,,,0.000021,0.008598
375417421,,,0.000021,0.008598
597913782,,,0.000021,0.008598
4244508015,,,0.000021,0.008598
2491071152,,,0.000021,0.008598
2559496100,,,0.000021,0.008598
831540263998877696,,,0.000021,0.008598
2390705574,,,0.000021,0.008598
4609794321,,,0.000021,0.008598
919122482,,,0.000021,0.008598
3291818501,,,0.000021,0.008598
346246513,,,0.000021,0.008598
2848686015,,,0.000021,0.008598
242693289,,,0.000021,0.008598
759808395750825984,,,0.000021,0.008598
581425470,,,0.000021,0.008598
827317131310161920,,,0.000021,0.008598
3406065993,,,0.000021,0.008598
747037383313526784,,,0.000021,0.008598
84003809,,,0.000021,0.008598
222802772,,,0.000021,0.008598
2849324228,,,0.000021,0.008598
63864849,,,0.000021,0.008598
89494582,,,0.000021,0.008598
3560287755,,,0.000021,0.008598
1339495310,,,0.000021,0.008598
134623305,,,0.000021,0.008598
268065605,,,0.000021,0.008598
784726247234478080,,,0.000021,0.008598
633094403,,,0.000021,0.008598
3326475658,,,0.000021,0.008598
447367497,,,0.000021,0.008598
39317265,,,0.000021,0.008598
810285832217198592,,,0.000021,0.008598
1444229702,,,0.000021,0.008598
2512273267,,,0.000021,0.008598
2532812972,,,0.000021,0.008598
4507630633,,,0.000021,0.008598
757649215266971648,,,0.000021,0.008598
826424040101273600,,,0.000021,0.008598
2313792655,,,0.000021,0.008598
72531984,,,0.000021,0.008598
817652420792741888,,,0.000021,0.008598
828264601061978112,,,0.000021,0.008598
2903130614,,,0.000021,0.008598
396938775,,,0.000021,0.008598
502114813,,,0.000021,0.008598
780722634,,,0.000021,0.017196
471357682,,,0.000021,0.008598
128699205,,,0.000021,0.008598
2843138879,,,0.000021,0.008598
2258216346,,,0.000021,0.008598
3644050453,,,0.000021,0.008598
790948289805975552,,,0.000021,0.008598
2155888386,,,0.000021,0.008598
202408771,,,0.000021,0.008598
20297091,,,0.000021,0.008598
23357735,,,0.000021,0.008598
239313282,,,0.000021,0.008598
407230785,,,0.000021,0.008598
370366433,,,0.000021,0.008598
825715715231608832,,,0.000021,0.008598
290752103,,,0.000021,0.008598
172957007,,,0.000021,0.008598
2512348952,,,0.000021,0.008598
1904008117,,,0.000021,0.008598
599570462,,,0.000021,0.008598
1058521968,,,0.000021,0.008598
2330025560,,,0.000021,0.008598
392338947,,,0.000021,0.008598
1239616164,,,0.000021,0.008598
2429337578,,,0.000021,0.008598
459628453,,,0.000021,0.008598
246589824,,,0.000021,0.008598
2560031816,,,0.000021,0.008598
761972560145809408,,,0.000021,0.008598
103106691,,,0.000021,0.008598
755346890540056576,,,0.000021,0.008598
736315879,,,0.000021,0.008598
710430970638422016,,,0.000021,0.008598
897537037,,,0.000021,0.008598
1651510405,,,0.000021,0.008598
816211137335332864,,,0.000021,0.008598
129745037,,,0.000021,0.008598
2472522997,,,0.000021,0.008598
17595071,,,0.000021,0.008598
3354718011,,,0.000021,0.008598
2991948728,,,0.000021,0.008598
799307536939839488,,,0.000021,0.008598
2931580012,,,0.000021,0.008598
3346433337,,,0.000021,0.008598
4736942421,,,0.000021,0.008598
4191762192,,,0.000021,0.008598
4126624113,,,0.000021,0.008598
4194817294,,,0.000021,0.008598
4765048452,,,0.000021,0.008598
4809217999,,,0.000021,0.008598
728141242110861312,,,0.000021,0.008598
744836662316908544,,,0.000021,0.008598
803723187745718272,,,0.000021,0.008598
71926368,,,0.000021,0.008598
900231150,,,0.000021,0.008598
1188269942,,,0.000021,0.008598
1231472064,,,0.000021,0.008598
1957449403,,,0.000021,0.008598
2468389717,,,0.000021,0.008598
802560335156834304,,,0.000021,0.008598
967697690,,,0.000021,0.008598
3242957087,,,0.000021,0.008598
714786963425988608,,,0.000021,0.008598
82244834,,,0.000021,0.008598
104652076,,,0.000021,0.008598
149971403,,,0.000021,0.008598
245303846,,,0.000021,0.008598
587174717,,,0.000021,0.008598
2173707696,,,0.000021,0.008598
2951917451,,,0.000021,0.008598
3148506865,,,0.000021,0.008598
824075034536931328,,,0.000021,0.008598
825847556479582208,,,0.000021,0.008598
233700934,,,0.000021,0.008598
39063251,,,0.000021,0.008598
805997587132219392,,,0.000021,0.008598
3572319451,,,0.000021,0.008598
784320987537903616,,,0.000021,0.008598
3065983803,,,0.000021,0.008598
722806092368109568,,,0.000021,0.008598
3615038717,,,0.000021,0.008598
3187786691,,,0.000021,0.008598
708689411026751488,,,0.000021,0.008598
380116806,,,0.000021,0.008598
4235443995,,,0.000021,0.008598
3568411,,,0.000021,0.008598
1394694842,,,0.000021,0.008598
46050016,,,0.000021,0.008598
112872620,,,0.000021,0.008598
2671654063,,,0.000021,0.008598
1071725480,,,0.000021,0.008598
3397666421,,,0.000021,0.008598
2958567509,,,0.000021,0.008598
4182621934,,,0.000021,0.008598
4052947152,,,0.000021,0.008598
4645897332,,,0.000021,0.008598
711332050226249728,,,0.000021,0.008598
2328796167,,,0.000021,0.008598
2843775412,,,0.000021,0.008598
3049095989,,,0.000021,0.008598
520647609,,,0.000021,0.008598
2618660275,,,0.000021,0.008598
29386616,,,0.000021,0.008598
28400002,,,0.000021,0.008598
103779594,,,0.000021,0.008598
792179126929018880,,,0.000021,0.008598
4820332414,,,0.000021,0.008598
70626883,,,0.000021,0.008598
4694507460,,,0.000021,0.008598
41941015,,,0.000021,0.008598
628053448,,,0.000021,0.008598
1964302429,,,0.000021,0.008598
817036193825230848,,,0.000021,0.008598
3373499343,,,0.000021,0.008598
427050474,,,0.000021,0.008598
781332368107958272,,,0.000021,0.008598
724146546850336768,,,0.000021,0.008598
4902256900,,,0.000021,0.008598
2790924120,,,0.000021,0.008598
30691048,,,0.000021,0.008598
2900435519,,,0.000021,0.008598
770872003494567936,,,0.000021,0.008598
787771831197569024,,,0.000021,0.008598
158988490,,,0.000021,0.008598
374312202,,,0.000021,0.008598
33338315,,,0.000021,0.008598
86712827,,,0.000021,0.008598
139083857,,,0.000021,0.008598
586513494,,,0.000021,0.008598
2477241808,,,0.000021,0.008598
2707387444,,,0.000021,0.008598
2812080234,,,0.000021,0.008598
2798385696,,,0.000021,0.008598
2893961562,,,0.000021,0.008598
2905630911,,,0.000021,0.008598
3064410082,,,0.000021,0.008598
3353096519,,,0.000021,0.008598
3606576313,,,0.000021,0.008598
4634132422,,,0.000021,0.008598
713681489058217984,,,0.000021,0.008598
715407856183287808,,,0.000021,0.008598
3391485460,,,0.000021,0.008598
4361996435,,,0.000021,0.008598
189254799,,,0.000021,0.008598
489804024,,,0.000021,0.008598
2161228906,,,0.000021,0.03052
1112169518,,,0.000021,0.008598
