user,user_id
2153973773,332886707
2153973773,52533134
2153973773,110777423
2153973773,1393317876
2153973773,748664536987623424
2153973773,2743889489
2153973773,40291895
2153973773,974384725413343232
2153973773,231727866
2153973773,1041371576300498945
2153973773,1157143153
2153973773,237750594
2153973773,1092088731568406528
2153973773,13559872
2153973773,1317923678
2153973773,1025804014603128832
2153973773,971924674736041985
2153973773,450719700
2153973773,1975036178
2153973773,1013272806627389440
2153973773,15478161
2153973773,2891881473
2153973773,592302087
2153973773,781865330
2153973773,588324047
2153973773,881541526463160320
2153973773,851963669546184704
2153973773,718395698903965696
2153973773,782468836138168320
2153973773,444034691
2153973773,935417712381186048
2153973773,943088829162049536
2153973773,938908712772784129
2153973773,948955926664503296
2153973773,969707629688668160
2153973773,930558600
2153973773,944623927741083648
2153973773,20156031
2153973773,1269410540
2153973773,2895928114
2153973773,987788037982773250
2153973773,1048553106
2153973773,4742221069
2153973773,3030583173
2153973773,4864582899
2153973773,950822662493884418
2153973773,4132494605
2153973773,952670315695386624
2153973773,4098319335
2153973773,893193753107869696
2153973773,302871015
2153973773,884062262503276544
2153973773,3257831360
2153973773,803359060863160320
2153973773,714589170140839940
2153973773,2282242555
2153973773,2885409214
2153973773,472078958
2153973773,170972044
2153973773,4144896743
2153973773,93972122
2153973773,1216256832
2153973773,750318508039299072
2153973773,820326874048065536
2153973773,741017247150440450
2153973773,1262794464
2153973773,866588378015334400
2153973773,4513142352
2153973773,880621845023686658
2153973773,866948421952970752
2153973773,729607452656869377
2153973773,258834617
2153973773,730654987198582784
2153973773,899999764569354241
2153973773,2176386762
2153973773,894489308584964100
2153973773,3307571140
2153973773,905835758375882752
2153973773,789834753654546433
2153973773,919826258766295040
2153973773,76711886
2153973773,775709739569209344
2153973773,2920033789
2153973773,849431900267720706
2153973773,984069723523571712
2153973773,2743598573
2153973773,969877826211065856
2153973773,911688188015579136
2153973773,884332219405180929
2153973773,887233082830462976
2153973773,120265046
2153973773,538596534
2153973773,626258590
2153973773,871008041377968128
2153973773,923155187459657728
2153973773,964136055283822592
2153973773,863280091
2153973773,882574000064430080
2153973773,2512225558
2153973773,494712807
2153973773,2444038346
2153973773,1711451773
2153973773,360575944
2153973773,222559215
2153973773,768090258659565568
2153973773,4553223139
2153973773,3383909571
2153973773,952814967819968517
2153973773,71431729
2153973773,844552612145979392
2153973773,3131197642
2153973773,823781643169202176
2153973773,732971490900086784
2153973773,2775780301
2153973773,625891841
2153973773,968852998188388352
2153973773,4163767639
2153973773,746260209379717120
2153973773,1636234584
2153973773,22520035
2153973773,239776519
2153973773,937077697020420101
2153973773,3408633838
2153973773,818661169431007233
2153973773,2397960409
2153973773,561023450
2153973773,122343742
2153973773,872501283348938752
2153973773,755026019208355840
2153973773,23232430
2153973773,750035406540931073
2153973773,476562733
2153973773,14726905
2153973773,321033413
2153973773,253693387
2153973773,2172947550
2153973773,569226085
2153973773,19068720
2153973773,3347631453
2153973773,298133960
2153973773,595881405
2153973773,204848909
2153973773,850649720959717377
2153973773,2600338620
2153973773,28678452
2153973773,247742109
2153973773,86627418
2153973773,928677757952946176
2153973773,816039270
2153973773,4133721916
2153973773,279837049
2153973773,856851431546134528
2153973773,1198424539
2153973773,7117862
2153973773,52012914
2153973773,846633859294920704
2153973773,581315186
2153973773,887339131709386752
2153973773,877579815661862912
2153973773,2320416308
2153973773,932036597385777152
2153973773,73538669
2153973773,926883080479969284
2153973773,130492165
2153973773,877861422897778688
2153973773,4075295427
2153973773,900349174834757632
2153973773,2229359859
2153973773,2932044806
2153973773,86160360
2153973773,748446827662319616
2153973773,930605587
2153973773,350509327
2153973773,29552991
2153973773,1463613186
2153973773,574709417
2153973773,954899047
2153973773,950246701583028224
2153973773,2725556829
2153973773,4781064074
2153973773,911763785580396544
2153973773,85188942
2153973773,823732249296138240
2153973773,33717930
2153973773,865443725366796288
2153973773,224856824
2153973773,264832286
2153973773,946482547130847233
2153973773,732994993569292289
2153973773,601344852
2153973773,873939261048991744
2153973773,2949778715
2153973773,398330531
2153973773,2940142595
2153973773,703034244
2153973773,860238033588715520
2153973773,886479725685727232
2153973773,878047253847576576
2153973773,908143111519522817
2153973773,743038097483567104
2153973773,928075191544107009
2153973773,1572004093
2153973773,3447399672
2153973773,929099837315928065
2153973773,264277039
2153973773,860324906445053953
2153973773,728092664705355776
2153973773,28978104
2153973773,937433297541648384
2153973773,736535292719575040
2153973773,814784955213606912
2153973773,3154760255
2153973773,257217742
2153973773,21836409
